"Date","DFEDTARL","DFEDTARU","IORR","sdate","weekday"
"5/25/2022",25,50,50,2022-05-25,"Wednesday"
"5/26/2022",25,50,50,2022-05-26,"Thursday"
"5/27/2022",25,50,50,2022-05-27,"Friday"
"5/30/2022",25,50,50,2022-05-30,"Monday"
"5/31/2022",25,50,50,2022-05-31,"Tuesday"
"6/1/2022",25,50,50,2022-06-01,"Wednesday"
"6/2/2022",25,50,50,2022-06-02,"Thursday"
"6/3/2022",25,50,50,2022-06-03,"Friday"
"6/6/2022",25,50,50,2022-06-06,"Monday"
"6/7/2022",25,50,50,2022-06-07,"Tuesday"
"6/8/2022",25,50,50,2022-06-08,"Wednesday"
"6/9/2022",25,50,50,2022-06-09,"Thursday"
"6/10/2022",25,50,50,2022-06-10,"Friday"
"6/13/2022",25,50,50,2022-06-13,"Monday"
"6/14/2022",25,50,50,2022-06-14,"Tuesday"
"6/15/2022",25,50,50,2022-06-15,"Wednesday"
"6/16/2022",25,50,50,2022-06-16,"Thursday"
"6/17/2022",25,50,50,2022-06-17,"Friday"
"6/20/2022",25,50,50,2022-06-20,"Monday"
"6/21/2022",25,50,50,2022-06-21,"Tuesday"
"6/22/2022",25,50,50,2022-06-22,"Wednesday"
"6/23/2022",25,50,50,2022-06-23,"Thursday"
"6/24/2022",25,50,50,2022-06-24,"Friday"
"6/27/2022",25,50,50,2022-06-27,"Monday"
"6/28/2022",25,50,50,2022-06-28,"Tuesday"
"6/29/2022",25,50,50,2022-06-29,"Wednesday"
"6/30/2022",25,50,50,2022-06-30,"Thursday"
"7/1/2022",25,50,50,2022-07-01,"Friday"
"7/4/2022",25,50,50,2022-07-04,"Monday"
"7/5/2022",25,50,50,2022-07-05,"Tuesday"
"7/6/2022",25,50,50,2022-07-06,"Wednesday"
"7/7/2022",25,50,50,2022-07-07,"Thursday"
"7/8/2022",25,50,50,2022-07-08,"Friday"
"7/11/2022",25,50,50,2022-07-11,"Monday"
"7/12/2022",25,50,50,2022-07-12,"Tuesday"
"7/13/2022",25,50,50,2022-07-13,"Wednesday"
"7/14/2022",25,50,50,2022-07-14,"Thursday"
"7/15/2022",25,50,50,2022-07-15,"Friday"
"7/18/2022",25,50,50,2022-07-18,"Monday"
"7/19/2022",25,50,50,2022-07-19,"Tuesday"
"7/20/2022",25,50,50,2022-07-20,"Wednesday"
"7/21/2022",25,50,50,2022-07-21,"Thursday"
"7/22/2022",25,50,50,2022-07-22,"Friday"
"7/25/2022",25,50,50,2022-07-25,"Monday"
"7/26/2022",25,50,50,2022-07-26,"Tuesday"
"7/27/2022",25,50,50,2022-07-27,"Wednesday"
"7/28/2022",25,50,50,2022-07-28,"Thursday"
"7/29/2022",25,50,50,2022-07-29,"Friday"
"8/1/2022",25,50,50,2022-08-01,"Monday"
"8/2/2022",25,50,50,2022-08-02,"Tuesday"
"8/3/2022",25,50,50,2022-08-03,"Wednesday"
"8/4/2022",25,50,50,2022-08-04,"Thursday"
"8/5/2022",25,50,50,2022-08-05,"Friday"
"8/8/2022",25,50,50,2022-08-08,"Monday"
"8/9/2022",25,50,50,2022-08-09,"Tuesday"
"8/10/2022",25,50,50,2022-08-10,"Wednesday"
"8/11/2022",25,50,50,2022-08-11,"Thursday"
"8/12/2022",25,50,50,2022-08-12,"Friday"
"8/15/2022",25,50,50,2022-08-15,"Monday"
"8/16/2022",25,50,50,2022-08-16,"Tuesday"
"8/17/2022",25,50,50,2022-08-17,"Wednesday"
"8/18/2022",25,50,50,2022-08-18,"Thursday"
"8/19/2022",25,50,50,2022-08-19,"Friday"
"8/22/2022",25,50,50,2022-08-22,"Monday"
"8/23/2022",25,50,50,2022-08-23,"Tuesday"
"8/24/2022",25,50,50,2022-08-24,"Wednesday"
"8/25/2022",25,50,50,2022-08-25,"Thursday"
"8/26/2022",25,50,50,2022-08-26,"Friday"
"8/29/2022",25,50,50,2022-08-29,"Monday"
"8/30/2022",25,50,50,2022-08-30,"Tuesday"
"8/31/2022",25,50,50,2022-08-31,"Wednesday"
"9/1/2022",25,50,50,2022-09-01,"Thursday"
"9/2/2022",25,50,50,2022-09-02,"Friday"
"9/5/2022",25,50,50,2022-09-05,"Monday"
"9/6/2022",25,50,50,2022-09-06,"Tuesday"
"9/7/2022",25,50,50,2022-09-07,"Wednesday"
"9/8/2022",25,50,50,2022-09-08,"Thursday"
"9/9/2022",25,50,50,2022-09-09,"Friday"
"9/12/2022",25,50,50,2022-09-12,"Monday"
"9/13/2022",25,50,50,2022-09-13,"Tuesday"
"9/14/2022",25,50,50,2022-09-14,"Wednesday"
"9/15/2022",25,50,50,2022-09-15,"Thursday"
"9/16/2022",25,50,50,2022-09-16,"Friday"
"9/19/2022",25,50,50,2022-09-19,"Monday"
"9/20/2022",25,50,50,2022-09-20,"Tuesday"
"9/21/2022",25,50,50,2022-09-21,"Wednesday"
"9/22/2022",25,50,50,2022-09-22,"Thursday"
"9/23/2022",25,50,50,2022-09-23,"Friday"
"9/26/2022",25,50,50,2022-09-26,"Monday"
"9/27/2022",25,50,50,2022-09-27,"Tuesday"
"9/28/2022",25,50,50,2022-09-28,"Wednesday"
"9/29/2022",25,50,50,2022-09-29,"Thursday"
"9/30/2022",25,50,50,2022-09-30,"Friday"
"10/3/2022",25,50,50,2022-10-03,"Monday"
"10/4/2022",25,50,50,2022-10-04,"Tuesday"
"10/5/2022",25,50,50,2022-10-05,"Wednesday"
"10/6/2022",25,50,50,2022-10-06,"Thursday"
"10/7/2022",25,50,50,2022-10-07,"Friday"
"10/10/2022",25,50,50,2022-10-10,"Monday"
"10/11/2022",25,50,50,2022-10-11,"Tuesday"
"10/12/2022",25,50,50,2022-10-12,"Wednesday"
"10/13/2022",25,50,50,2022-10-13,"Thursday"
"10/14/2022",25,50,50,2022-10-14,"Friday"
"10/17/2022",25,50,50,2022-10-17,"Monday"
"10/18/2022",25,50,50,2022-10-18,"Tuesday"
"10/19/2022",25,50,50,2022-10-19,"Wednesday"
"10/20/2022",25,50,50,2022-10-20,"Thursday"
"10/21/2022",25,50,50,2022-10-21,"Friday"
"10/24/2022",25,50,50,2022-10-24,"Monday"
"10/25/2022",25,50,50,2022-10-25,"Tuesday"
"10/26/2022",25,50,50,2022-10-26,"Wednesday"
"10/27/2022",25,50,50,2022-10-27,"Thursday"
"10/28/2022",25,50,50,2022-10-28,"Friday"
"10/31/2022",25,50,50,2022-10-31,"Monday"
"11/1/2022",25,50,50,2022-11-01,"Tuesday"
"11/2/2022",25,50,50,2022-11-02,"Wednesday"
"11/3/2022",25,50,50,2022-11-03,"Thursday"
"11/4/2022",25,50,50,2022-11-04,"Friday"
"11/7/2022",25,50,50,2022-11-07,"Monday"
"11/8/2022",25,50,50,2022-11-08,"Tuesday"
"11/9/2022",25,50,50,2022-11-09,"Wednesday"
"11/10/2022",25,50,50,2022-11-10,"Thursday"
"11/11/2022",25,50,50,2022-11-11,"Friday"
"11/14/2022",25,50,50,2022-11-14,"Monday"
"11/15/2022",25,50,50,2022-11-15,"Tuesday"
"11/16/2022",25,50,50,2022-11-16,"Wednesday"
"11/17/2022",25,50,50,2022-11-17,"Thursday"
"11/18/2022",25,50,50,2022-11-18,"Friday"
"11/21/2022",25,50,50,2022-11-21,"Monday"
"11/22/2022",25,50,50,2022-11-22,"Tuesday"
"11/23/2022",25,50,50,2022-11-23,"Wednesday"
"11/24/2022",25,50,50,2022-11-24,"Thursday"
"11/25/2022",25,50,50,2022-11-25,"Friday"
"11/28/2022",25,50,50,2022-11-28,"Monday"
"11/29/2022",25,50,50,2022-11-29,"Tuesday"
"11/30/2022",25,50,50,2022-11-30,"Wednesday"
"12/1/2022",25,50,50,2022-12-01,"Thursday"
"12/2/2022",25,50,50,2022-12-02,"Friday"
"12/5/2022",25,50,50,2022-12-05,"Monday"
"12/6/2022",25,50,50,2022-12-06,"Tuesday"
"12/7/2022",25,50,50,2022-12-07,"Wednesday"
"12/8/2022",25,50,50,2022-12-08,"Thursday"
"12/9/2022",25,50,50,2022-12-09,"Friday"
"12/12/2022",25,50,50,2022-12-12,"Monday"
"12/13/2022",25,50,50,2022-12-13,"Tuesday"
"12/14/2022",25,50,50,2022-12-14,"Wednesday"
"12/15/2022",25,50,50,2022-12-15,"Thursday"
"12/16/2022",25,50,50,2022-12-16,"Friday"
"12/19/2022",25,50,50,2022-12-19,"Monday"
"12/20/2022",25,50,50,2022-12-20,"Tuesday"
"12/21/2022",25,50,50,2022-12-21,"Wednesday"
"12/22/2022",25,50,50,2022-12-22,"Thursday"
"12/23/2022",25,50,50,2022-12-23,"Friday"
"12/26/2022",25,50,50,2022-12-26,"Monday"
"12/27/2022",25,50,50,2022-12-27,"Tuesday"
"12/28/2022",25,50,50,2022-12-28,"Wednesday"
"12/29/2022",25,50,50,2022-12-29,"Thursday"
"12/30/2022",25,50,50,2022-12-30,"Friday"
"1/2/2023",25,50,50,2023-01-02,"Monday"
"1/3/2023",25,50,50,2023-01-03,"Tuesday"
"1/4/2023",25,50,50,2023-01-04,"Wednesday"
"1/5/2023",25,50,50,2023-01-05,"Thursday"
"1/6/2023",25,50,50,2023-01-06,"Friday"
"1/9/2023",25,50,50,2023-01-09,"Monday"
"1/10/2023",25,50,50,2023-01-10,"Tuesday"
"1/11/2023",25,50,50,2023-01-11,"Wednesday"
"1/12/2023",25,50,50,2023-01-12,"Thursday"
"1/13/2023",25,50,50,2023-01-13,"Friday"
"1/16/2023",25,50,50,2023-01-16,"Monday"
"1/17/2023",25,50,50,2023-01-17,"Tuesday"
"1/18/2023",25,50,50,2023-01-18,"Wednesday"
"1/19/2023",25,50,50,2023-01-19,"Thursday"
"1/20/2023",25,50,50,2023-01-20,"Friday"
"1/23/2023",25,50,50,2023-01-23,"Monday"
"1/24/2023",25,50,50,2023-01-24,"Tuesday"
"1/25/2023",25,50,50,2023-01-25,"Wednesday"
"1/26/2023",25,50,50,2023-01-26,"Thursday"
"1/27/2023",25,50,50,2023-01-27,"Friday"
"1/30/2023",25,50,50,2023-01-30,"Monday"
"1/31/2023",25,50,50,2023-01-31,"Tuesday"
"2/1/2023",25,50,50,2023-02-01,"Wednesday"
"2/2/2023",25,50,50,2023-02-02,"Thursday"
"2/3/2023",25,50,50,2023-02-03,"Friday"
"2/6/2023",25,50,50,2023-02-06,"Monday"
"2/7/2023",25,50,50,2023-02-07,"Tuesday"
"2/8/2023",25,50,50,2023-02-08,"Wednesday"
"2/9/2023",25,50,50,2023-02-09,"Thursday"
"2/10/2023",25,50,50,2023-02-10,"Friday"
"2/13/2023",25,50,50,2023-02-13,"Monday"
"2/14/2023",25,50,50,2023-02-14,"Tuesday"
"2/15/2023",25,50,50,2023-02-15,"Wednesday"
"2/16/2023",25,50,50,2023-02-16,"Thursday"
"2/17/2023",25,50,50,2023-02-17,"Friday"
"2/20/2023",25,50,50,2023-02-20,"Monday"
"2/21/2023",25,50,50,2023-02-21,"Tuesday"
"2/22/2023",25,50,50,2023-02-22,"Wednesday"
"2/23/2023",25,50,50,2023-02-23,"Thursday"
"2/24/2023",25,50,50,2023-02-24,"Friday"
"2/27/2023",25,50,50,2023-02-27,"Monday"
"2/28/2023",25,50,50,2023-02-28,"Tuesday"
"3/1/2023",25,50,50,2023-03-01,"Wednesday"
"3/2/2023",25,50,50,2023-03-02,"Thursday"
"3/3/2023",25,50,50,2023-03-03,"Friday"
"3/6/2023",25,50,50,2023-03-06,"Monday"
"3/7/2023",25,50,50,2023-03-07,"Tuesday"
"3/8/2023",25,50,50,2023-03-08,"Wednesday"
"3/9/2023",25,50,50,2023-03-09,"Thursday"
"3/10/2023",25,50,50,2023-03-10,"Friday"
"3/13/2023",25,50,50,2023-03-13,"Monday"
"3/14/2023",25,50,50,2023-03-14,"Tuesday"
"3/15/2023",25,50,50,2023-03-15,"Wednesday"
"3/16/2023",25,50,50,2023-03-16,"Thursday"
"3/17/2023",25,50,50,2023-03-17,"Friday"
"3/20/2023",25,50,50,2023-03-20,"Monday"
"3/21/2023",25,50,50,2023-03-21,"Tuesday"
"3/22/2023",25,50,50,2023-03-22,"Wednesday"
"3/23/2023",25,50,50,2023-03-23,"Thursday"
"3/24/2023",25,50,50,2023-03-24,"Friday"
"3/27/2023",25,50,50,2023-03-27,"Monday"
"3/28/2023",25,50,50,2023-03-28,"Tuesday"
"3/29/2023",25,50,50,2023-03-29,"Wednesday"
"3/30/2023",25,50,50,2023-03-30,"Thursday"
"3/31/2023",25,50,50,2023-03-31,"Friday"
"4/3/2023",25,50,50,2023-04-03,"Monday"
"4/4/2023",25,50,50,2023-04-04,"Tuesday"
"4/5/2023",25,50,50,2023-04-05,"Wednesday"
"4/6/2023",25,50,50,2023-04-06,"Thursday"
"4/7/2023",25,50,50,2023-04-07,"Friday"
"4/10/2023",25,50,50,2023-04-10,"Monday"
"4/11/2023",25,50,50,2023-04-11,"Tuesday"
"4/12/2023",25,50,50,2023-04-12,"Wednesday"
"4/13/2023",25,50,50,2023-04-13,"Thursday"
"4/14/2023",25,50,50,2023-04-14,"Friday"
"4/17/2023",25,50,50,2023-04-17,"Monday"
"4/18/2023",25,50,50,2023-04-18,"Tuesday"
"4/19/2023",25,50,50,2023-04-19,"Wednesday"
"4/20/2023",25,50,50,2023-04-20,"Thursday"
"4/21/2023",25,50,50,2023-04-21,"Friday"
"4/24/2023",25,50,50,2023-04-24,"Monday"
"4/25/2023",25,50,50,2023-04-25,"Tuesday"
"4/26/2023",25,50,50,2023-04-26,"Wednesday"
"4/27/2023",25,50,50,2023-04-27,"Thursday"
"4/28/2023",25,50,50,2023-04-28,"Friday"
"5/1/2023",25,50,50,2023-05-01,"Monday"
"5/2/2023",25,50,50,2023-05-02,"Tuesday"
"5/3/2023",25,50,50,2023-05-03,"Wednesday"
"5/4/2023",25,50,50,2023-05-04,"Thursday"
"5/5/2023",25,50,50,2023-05-05,"Friday"
"5/8/2023",25,50,50,2023-05-08,"Monday"
"5/9/2023",25,50,50,2023-05-09,"Tuesday"
"5/10/2023",25,50,50,2023-05-10,"Wednesday"
"5/11/2023",25,50,50,2023-05-11,"Thursday"
"5/12/2023",25,50,50,2023-05-12,"Friday"
"5/15/2023",25,50,50,2023-05-15,"Monday"
"5/16/2023",25,50,50,2023-05-16,"Tuesday"
"5/17/2023",25,50,50,2023-05-17,"Wednesday"
"5/18/2023",25,50,50,2023-05-18,"Thursday"
"5/19/2023",25,50,50,2023-05-19,"Friday"
"5/22/2023",25,50,50,2023-05-22,"Monday"
"5/23/2023",25,50,50,2023-05-23,"Tuesday"
"5/24/2023",25,50,50,2023-05-24,"Wednesday"
"5/25/2023",25,50,50,2023-05-25,"Thursday"
"5/26/2023",25,50,50,2023-05-26,"Friday"
"5/29/2023",25,50,50,2023-05-29,"Monday"
"5/30/2023",25,50,50,2023-05-30,"Tuesday"
"5/31/2023",25,50,50,2023-05-31,"Wednesday"
"6/1/2023",25,50,50,2023-06-01,"Thursday"
"6/2/2023",25,50,50,2023-06-02,"Friday"
"6/5/2023",25,50,50,2023-06-05,"Monday"
"6/6/2023",25,50,50,2023-06-06,"Tuesday"
"6/7/2023",25,50,50,2023-06-07,"Wednesday"
"6/8/2023",25,50,50,2023-06-08,"Thursday"
"6/9/2023",25,50,50,2023-06-09,"Friday"
"6/12/2023",25,50,50,2023-06-12,"Monday"
"6/13/2023",25,50,50,2023-06-13,"Tuesday"
"6/14/2023",25,50,50,2023-06-14,"Wednesday"
"6/15/2023",25,50,50,2023-06-15,"Thursday"
"6/16/2023",25,50,50,2023-06-16,"Friday"
"6/19/2023",25,50,50,2023-06-19,"Monday"
"6/20/2023",25,50,50,2023-06-20,"Tuesday"
"6/21/2023",25,50,50,2023-06-21,"Wednesday"
"6/22/2023",25,50,50,2023-06-22,"Thursday"
"6/23/2023",25,50,50,2023-06-23,"Friday"
"6/26/2023",25,50,50,2023-06-26,"Monday"
"6/27/2023",25,50,50,2023-06-27,"Tuesday"
"6/28/2023",25,50,50,2023-06-28,"Wednesday"
"6/29/2023",25,50,50,2023-06-29,"Thursday"
"6/30/2023",25,50,50,2023-06-30,"Friday"
"7/3/2023",25,50,50,2023-07-03,"Monday"
"7/4/2023",25,50,50,2023-07-04,"Tuesday"
"7/5/2023",25,50,50,2023-07-05,"Wednesday"
"7/6/2023",25,50,50,2023-07-06,"Thursday"
"7/7/2023",25,50,50,2023-07-07,"Friday"
"7/10/2023",25,50,50,2023-07-10,"Monday"
"7/11/2023",25,50,50,2023-07-11,"Tuesday"
"7/12/2023",25,50,50,2023-07-12,"Wednesday"
"7/13/2023",25,50,50,2023-07-13,"Thursday"
"7/14/2023",25,50,50,2023-07-14,"Friday"
"7/17/2023",25,50,50,2023-07-17,"Monday"
"7/18/2023",25,50,50,2023-07-18,"Tuesday"
"7/19/2023",25,50,50,2023-07-19,"Wednesday"
"7/20/2023",25,50,50,2023-07-20,"Thursday"
"7/21/2023",25,50,50,2023-07-21,"Friday"
"7/24/2023",25,50,50,2023-07-24,"Monday"
"7/25/2023",25,50,50,2023-07-25,"Tuesday"
"7/26/2023",25,50,50,2023-07-26,"Wednesday"
"7/27/2023",25,50,50,2023-07-27,"Thursday"
"7/28/2023",25,50,50,2023-07-28,"Friday"
"7/31/2023",25,50,50,2023-07-31,"Monday"
"8/1/2023",25,50,50,2023-08-01,"Tuesday"
"8/2/2023",25,50,50,2023-08-02,"Wednesday"
"8/3/2023",25,50,50,2023-08-03,"Thursday"
"8/4/2023",25,50,50,2023-08-04,"Friday"
"8/7/2023",25,50,50,2023-08-07,"Monday"
"8/8/2023",25,50,50,2023-08-08,"Tuesday"
"8/9/2023",25,50,50,2023-08-09,"Wednesday"
"8/10/2023",25,50,50,2023-08-10,"Thursday"
"8/11/2023",25,50,50,2023-08-11,"Friday"
"8/14/2023",25,50,50,2023-08-14,"Monday"
"8/15/2023",25,50,50,2023-08-15,"Tuesday"
"8/16/2023",25,50,50,2023-08-16,"Wednesday"
"8/17/2023",25,50,50,2023-08-17,"Thursday"
"8/18/2023",25,50,50,2023-08-18,"Friday"
"8/21/2023",25,50,50,2023-08-21,"Monday"
"8/22/2023",25,50,50,2023-08-22,"Tuesday"
"8/23/2023",25,50,50,2023-08-23,"Wednesday"
"8/24/2023",25,50,50,2023-08-24,"Thursday"
"8/25/2023",25,50,50,2023-08-25,"Friday"
"8/28/2023",25,50,50,2023-08-28,"Monday"
"8/29/2023",25,50,50,2023-08-29,"Tuesday"
"8/30/2023",25,50,50,2023-08-30,"Wednesday"
"8/31/2023",25,50,50,2023-08-31,"Thursday"
"9/1/2023",25,50,50,2023-09-01,"Friday"
"9/4/2023",25,50,50,2023-09-04,"Monday"
"9/5/2023",25,50,50,2023-09-05,"Tuesday"
"9/6/2023",25,50,50,2023-09-06,"Wednesday"
"9/7/2023",25,50,50,2023-09-07,"Thursday"
"9/8/2023",25,50,50,2023-09-08,"Friday"
"9/11/2023",25,50,50,2023-09-11,"Monday"
"9/12/2023",25,50,50,2023-09-12,"Tuesday"
"9/13/2023",25,50,50,2023-09-13,"Wednesday"
"9/14/2023",25,50,50,2023-09-14,"Thursday"
"9/15/2023",25,50,50,2023-09-15,"Friday"
"9/18/2023",25,50,50,2023-09-18,"Monday"
"9/19/2023",25,50,50,2023-09-19,"Tuesday"
"9/20/2023",25,50,50,2023-09-20,"Wednesday"
"9/21/2023",25,50,50,2023-09-21,"Thursday"
"9/22/2023",25,50,50,2023-09-22,"Friday"
"9/25/2023",25,50,50,2023-09-25,"Monday"
"9/26/2023",25,50,50,2023-09-26,"Tuesday"
"9/27/2023",25,50,50,2023-09-27,"Wednesday"
"9/28/2023",25,50,50,2023-09-28,"Thursday"
"9/29/2023",25,50,50,2023-09-29,"Friday"
"10/2/2023",25,50,50,2023-10-02,"Monday"
"10/3/2023",25,50,50,2023-10-03,"Tuesday"
"10/4/2023",25,50,50,2023-10-04,"Wednesday"
"10/5/2023",25,50,50,2023-10-05,"Thursday"
"10/6/2023",25,50,50,2023-10-06,"Friday"
"10/9/2023",25,50,50,2023-10-09,"Monday"
"10/10/2023",25,50,50,2023-10-10,"Tuesday"
"10/11/2023",25,50,50,2023-10-11,"Wednesday"
"10/12/2023",25,50,50,2023-10-12,"Thursday"
"10/13/2023",25,50,50,2023-10-13,"Friday"
"10/16/2023",25,50,50,2023-10-16,"Monday"
"10/17/2023",25,50,50,2023-10-17,"Tuesday"
"10/18/2023",25,50,50,2023-10-18,"Wednesday"
"10/19/2023",25,50,50,2023-10-19,"Thursday"
"10/20/2023",25,50,50,2023-10-20,"Friday"
"10/23/2023",25,50,50,2023-10-23,"Monday"
"10/24/2023",25,50,50,2023-10-24,"Tuesday"
"10/25/2023",25,50,50,2023-10-25,"Wednesday"
"10/26/2023",25,50,50,2023-10-26,"Thursday"
"10/27/2023",25,50,50,2023-10-27,"Friday"
"10/30/2023",25,50,50,2023-10-30,"Monday"
"10/31/2023",25,50,50,2023-10-31,"Tuesday"
"11/1/2023",25,50,50,2023-11-01,"Wednesday"
"11/2/2023",25,50,50,2023-11-02,"Thursday"
"11/3/2023",25,50,50,2023-11-03,"Friday"
"11/6/2023",25,50,50,2023-11-06,"Monday"
"11/7/2023",25,50,50,2023-11-07,"Tuesday"
"11/8/2023",25,50,50,2023-11-08,"Wednesday"
"11/9/2023",25,50,50,2023-11-09,"Thursday"
"11/10/2023",25,50,50,2023-11-10,"Friday"
"11/13/2023",25,50,50,2023-11-13,"Monday"
"11/14/2023",25,50,50,2023-11-14,"Tuesday"
"11/15/2023",25,50,50,2023-11-15,"Wednesday"
"11/16/2023",25,50,50,2023-11-16,"Thursday"
"11/17/2023",25,50,50,2023-11-17,"Friday"
"11/20/2023",25,50,50,2023-11-20,"Monday"
"11/21/2023",25,50,50,2023-11-21,"Tuesday"
"11/22/2023",25,50,50,2023-11-22,"Wednesday"
"11/23/2023",25,50,50,2023-11-23,"Thursday"
"11/24/2023",25,50,50,2023-11-24,"Friday"
"11/27/2023",25,50,50,2023-11-27,"Monday"
"11/28/2023",25,50,50,2023-11-28,"Tuesday"
"11/29/2023",25,50,50,2023-11-29,"Wednesday"
"11/30/2023",25,50,50,2023-11-30,"Thursday"
"12/1/2023",25,50,50,2023-12-01,"Friday"
"12/4/2023",25,50,50,2023-12-04,"Monday"
"12/5/2023",25,50,50,2023-12-05,"Tuesday"
"12/6/2023",25,50,50,2023-12-06,"Wednesday"
"12/7/2023",25,50,50,2023-12-07,"Thursday"
"12/8/2023",25,50,50,2023-12-08,"Friday"
"12/11/2023",25,50,50,2023-12-11,"Monday"
"12/12/2023",25,50,50,2023-12-12,"Tuesday"
"12/13/2023",25,50,50,2023-12-13,"Wednesday"
"12/14/2023",25,50,50,2023-12-14,"Thursday"
